aborted,assigned_at,buffer_size,buffertime_avg,buffertime_med,created,delivered,delivery_prob,dropped,exp_weight,finished_at,hopcount_avg,hopcount_med,id,latency_avg,latency_med,mobility,msg_interval,overhead_ratio,relayed,removed,response_prob,router,rtt_avg,rtt_med,scenario,seed,sim_time,started,started_at,task_id,ttl,worker,router_fmt,buffer
11720,2018-04-18T11:46:40.890677,75M,11823.787,15720,6440,2871,0.4458,24545,0,2018-04-18T11:54:37.760384,2.489,2,"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMeE']_[75M]_[35,60]",5381.5486,3697,infocom06,"35,60",10.5597,33188,11244,0,SprayAndWaitRouter,,,"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMeE']_[75M]_[35,60]",'sMeE',302400,44908,2018-04-18T11:54:37.760380,0,300,asterion,SprayAndWaitRouter,75
11453,2018-04-18T11:46:40.890678,75M,11873.6472,15670,6417,2887,0.4499,24205,0,2018-04-18T11:54:37.760385,2.4953,2,"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMeE']_[75M]_[35,60]",5681.2684,4178,infocom06,"35,60",10.3737,32836,11284,0,SprayAndWaitRouter,,,"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMeE']_[75M]_[35,60]",'gMeE',302400,44289,2018-04-18T11:54:37.760381,0,300,asterion,SprayAndWaitRouter,75
21032,2018-04-18T11:46:40.890679,75M,2766.9923,349,6447,3661,0.5679,265260,0,2018-04-18T11:54:37.760386,3.7845,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['m']_[75M]_[35,60]",5563.5056,3569,infocom06,"35,60",229.758,844805,581382,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['m']_[75M]_[35,60]",'m',302400,865838,2018-04-18T11:54:37.760382,0,300,asterion,ProphetRouter,75
21019,2018-04-18T11:46:40.890680,75M,2776.715,428,6437,3609,0.5607,286020,0,2018-04-18T11:54:37.760387,3.8202,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['M']_[75M]_[35,60]",5508.6351,3687,infocom06,"35,60",234.5991,850277,566173,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['M']_[75M]_[35,60]",'M',302400,871297,2018-04-18T11:54:37.760383,0,300,asterion,ProphetRouter,75
21088,2018-04-18T11:46:40.890681,75M,2734.0241,370,6429,3632,0.5649,274377,0,2018-04-18T11:54:37.760388,3.7434,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ms']_[75M]_[35,60]",5372.8618,3529,infocom06,"35,60",232.3263,847441,574996,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ms']_[75M]_[35,60]",'ms',302400,868530,2018-04-18T11:54:37.760384,0,300,asterion,ProphetRouter,75
21057,2018-04-18T11:46:40.890682,75M,2745.8065,397,6428,3574,0.556,282238,0,2018-04-18T11:54:37.760389,3.7837,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mg']_[75M]_[35,60]",5604.8584,3549,infocom06,"35,60",235.0747,843731,563387,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mg']_[75M]_[35,60]",'mg',302400,864789,2018-04-18T11:54:37.760385,0,300,asterion,ProphetRouter,75
21006,2018-04-18T11:46:40.890683,75M,2724.2375,304,6437,3640,0.5655,253694,0,2018-04-18T11:54:37.760390,3.764,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mM']_[75M]_[35,60]",5368.7099,3358,infocom06,"35,60",233.1602,852343,600490,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mM']_[75M]_[35,60]",'mM',302400,873350,2018-04-18T11:54:37.760386,0,300,asterion,ProphetRouter,75
21179,2018-04-18T11:46:40.890684,75M,2729.5407,443,6435,3680,0.5719,288795,0,2018-04-18T11:54:37.760391,3.7701,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['me']_[75M]_[35,60]",5596.3587,3649,infocom06,"35,60",229.8326,849464,562503,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['me']_[75M]_[35,60]",'me',302400,870644,2018-04-18T11:54:37.760387,0,300,asterion,ProphetRouter,75
21246,2018-04-18T11:46:40.890685,75M,2761.2647,497,6430,3631,0.5647,299178,0,2018-04-18T11:54:37.760392,3.7439,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mE']_[75M]_[35,60]",5472.6915,3619,infocom06,"35,60",230.379,840137,542924,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mE']_[75M]_[35,60]",'mE',302400,861384,2018-04-18T11:54:37.760388,0,300,asterion,ProphetRouter,75
21115,2018-04-18T11:46:40.890686,75M,2744.542,382,6430,3652,0.568,274786,0,2018-04-18T11:54:37.760393,3.7533,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sg']_[75M]_[35,60]",5507.6134,3574,infocom06,"35,60",230.9482,847075,574201,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sg']_[75M]_[35,60]",'sg',302400,868191,2018-04-18T11:54:37.760389,0,300,asterion,ProphetRouter,75
21064,2018-04-18T11:46:40.890687,75M,2752.2871,493,6452,3647,0.5653,295083,0,2018-04-18T11:54:37.760394,3.7557,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sM']_[75M]_[35,60]",5487.4607,3551,infocom06,"35,60",230.5426,844436,551283,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sM']_[75M]_[35,60]",'sM',302400,865501,2018-04-18T11:54:37.760390,0,300,asterion,ProphetRouter,75
21175,2018-04-18T11:46:40.890688,75M,2746.7046,383,6420,3682,0.5735,276256,0,2018-04-18T11:54:37.760395,3.745,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['se']_[75M]_[35,60]",5633.6274,3850,infocom06,"35,60",229.0356,846991,572526,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['se']_[75M]_[35,60]",'se',302400,868167,2018-04-18T11:54:37.760391,0,300,asterion,ProphetRouter,75
21479,2018-04-18T11:46:40.890689,75M,2732.108,342,6442,3595,0.5581,268623,0,2018-04-18T11:54:37.760396,3.7332,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sE']_[75M]_[35,60]",5548.6754,3688,infocom06,"35,60",235.3736,849763,583028,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sE']_[75M]_[35,60]",'sE',302400,871243,2018-04-18T11:54:37.760392,0,300,asterion,ProphetRouter,75
21108,2018-04-18T11:46:40.890690,75M,2752.9967,471,6432,3590,0.5581,295850,0,2018-04-18T11:54:37.760397,3.7788,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gM']_[75M]_[35,60]",5504.6187,3512,infocom06,"35,60",232.888,839658,545784,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gM']_[75M]_[35,60]",'gM',302400,860767,2018-04-18T11:54:37.760393,0,300,asterion,ProphetRouter,75
21016,2018-04-18T11:46:40.890691,75M,2751.0076,353,6449,3606,0.5592,273033,0,2018-04-18T11:54:37.760398,3.7884,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ge']_[75M]_[35,60]",5359.043,3587,infocom06,"35,60",236.1822,855279,584165,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ge']_[75M]_[35,60]",'ge',302400,876296,2018-04-18T11:54:37.760394,0,300,asterion,ProphetRouter,75
21217,2018-04-18T11:46:40.890692,75M,2762.2054,418,6401,3606,0.5633,279619,0,2018-04-18T11:54:37.760399,3.7352,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gE']_[75M]_[35,60]",5301.0435,3262,infocom06,"35,60",232.8827,843381,565680,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gE']_[75M]_[35,60]",'gE',302400,864599,2018-04-18T11:54:37.760395,0,300,asterion,ProphetRouter,75
20962,2018-04-18T11:46:40.890693,75M,2736.6965,336,6400,3618,0.5653,262025,0,2018-04-18T11:54:37.760400,3.7814,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['Me']_[75M]_[35,60]",5373.7499,3358,infocom06,"35,60",234.4621,851902,591724,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['Me']_[75M]_[35,60]",'Me',302400,872865,2018-04-18T11:54:37.760396,0,300,asterion,ProphetRouter,75
21065,2018-04-18T11:46:40.890694,75M,2770.2205,391,6404,3564,0.5565,277956,0,2018-04-18T11:54:37.760401,3.7915,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ME']_[75M]_[35,60]",5440.3008,3619,infocom06,"35,60",235.1919,841788,565772,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ME']_[75M]_[35,60]",'ME',302400,862854,2018-04-18T11:54:37.760397,0,300,asterion,ProphetRouter,75
21161,2018-04-18T11:46:40.890695,75M,2745.2311,411,6422,3654,0.569,276500,0,2018-04-18T11:54:37.760402,3.7879,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['eE']_[75M]_[35,60]",5505.1363,3608,infocom06,"35,60",228.7146,839377,564728,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['eE']_[75M]_[35,60]",'eE',302400,860539,2018-04-18T11:54:37.760398,0,300,asterion,ProphetRouter,75
21116,2018-04-18T11:46:40.890696,75M,2754.286,499,6446,3703,0.5745,298839,0,2018-04-18T11:54:37.760403,3.8188,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msg']_[75M]_[35,60]",5688.7364,3842,infocom06,"35,60",225.0224,836961,539891,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msg']_[75M]_[35,60]",'msg',302400,858078,2018-04-18T11:54:37.760399,0,300,asterion,ProphetRouter,75
21087,2018-04-18T11:46:40.890697,75M,2744.1678,433,6433,3647,0.5669,283376,0,2018-04-18T11:54:37.760404,3.754,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msM']_[75M]_[35,60]",5445.1796,3546,infocom06,"35,60",229.7384,841503,560015,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msM']_[75M]_[35,60]",'msM',302400,862591,2018-04-18T11:54:37.760400,0,300,asterion,ProphetRouter,75
21061,2018-04-18T11:46:40.890698,75M,2770.149,404,6416,3628,0.5655,281642,0,2018-04-18T11:54:37.760405,3.758,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mse']_[75M]_[35,60]",5577.7754,3639,infocom06,"35,60",231.5772,843790,564006,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mse']_[75M]_[35,60]",'mse',302400,864852,2018-04-18T11:54:37.760401,0,300,asterion,ProphetRouter,75
21208,2018-04-18T11:46:40.890699,75M,2752.6904,360,6438,3662,0.5688,273929,0,2018-04-18T11:54:37.760406,3.7684,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msE']_[75M]_[35,60]",5595.0167,3824,infocom06,"35,60",231.1461,850119,578013,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msE']_[75M]_[35,60]",'msE',302400,871328,2018-04-18T11:54:37.760402,0,300,asterion,ProphetRouter,75
21062,2018-04-18T11:46:40.890700,75M,2742.1591,485,6444,3638,0.5646,299408,0,2018-04-18T11:54:37.760407,3.8186,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgM']_[75M]_[35,60]",5549.9887,3795,infocom06,"35,60",231.0454,844181,546606,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgM']_[75M]_[35,60]",'mgM',302400,865244,2018-04-18T11:54:37.760403,0,300,asterion,ProphetRouter,75
21032,2018-04-18T11:46:40.890701,75M,2755.8754,473,6453,3601,0.558,292542,0,2018-04-18T11:54:37.760408,3.7687,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mge']_[75M]_[35,60]",5541.0236,3614,infocom06,"35,60",233.6376,844930,554296,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mge']_[75M]_[35,60]",'mge',302400,865963,2018-04-18T11:54:37.760404,0,300,asterion,ProphetRouter,75
21428,2018-04-18T11:46:40.890702,75M,2766.2545,394,6442,3631,0.5636,279211,0,2018-04-18T11:54:37.760409,3.7419,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgE']_[75M]_[35,60]",5425.3721,3486,infocom06,"35,60",232.0116,846065,568700,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgE']_[75M]_[35,60]",'mgE',302400,867494,2018-04-18T11:54:37.760405,0,300,asterion,ProphetRouter,75
20953,2018-04-18T11:46:40.890703,75M,2756.7059,333,6437,3606,0.5602,261093,0,2018-04-18T11:54:37.760410,3.7207,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['meE']_[75M]_[35,60]",5567.9609,3761,infocom06,"35,60",232.1864,840870,581670,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['meE']_[75M]_[35,60]",'meE',302400,861824,2018-04-18T11:54:37.760406,0,300,asterion,ProphetRouter,75
21060,2018-04-18T11:46:40.890704,75M,2741.9587,362,6413,3618,0.5642,270139,0,2018-04-18T11:54:37.760411,3.7734,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgM']_[75M]_[35,60]",5579.0904,3581,infocom06,"35,60",232.0677,843239,574967,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgM']_[75M]_[35,60]",'sgM',302400,864300,2018-04-18T11:54:37.760407,0,300,asterion,ProphetRouter,75
21101,2018-04-18T11:46:40.890705,75M,2751.566,441,6430,3569,0.5551,287178,0,2018-04-18T11:54:37.760412,3.7526,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sge']_[75M]_[35,60]",5400.9512,3550,infocom06,"35,60",235.9692,845743,560461,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sge']_[75M]_[35,60]",'sge',302400,866845,2018-04-18T11:54:37.760408,0,300,asterion,ProphetRouter,75
21221,2018-04-18T11:46:40.890706,75M,2750.6418,455,6445,3639,0.5646,293982,0,2018-04-18T11:54:37.760413,3.8225,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgE']_[75M]_[35,60]",5692.3556,3804,infocom06,"35,60",231.695,846777,554677,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgE']_[75M]_[35,60]",'sgE',302400,867999,2018-04-18T11:54:37.760409,0,300,asterion,ProphetRouter,75
21137,2018-04-18T11:46:40.890707,75M,2731.9173,390,6420,3616,0.5632,274789,0,2018-04-18T11:54:37.760414,3.7699,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sMe']_[75M]_[35,60]",5520.3161,3712,infocom06,"35,60",231.7602,841661,568695,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sMe']_[75M]_[35,60]",'sMe',302400,862799,2018-04-18T11:54:37.760410,0,300,asterion,ProphetRouter,75
21017,2018-04-18T11:46:40.890708,75M,2695.1471,405,6444,3613,0.5607,278677,0,2018-04-18T11:54:37.760415,3.6828,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sME']_[75M]_[35,60]",5369.2023,3512,infocom06,"35,60",232.475,843545,566800,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sME']_[75M]_[35,60]",'sME',302400,864563,2018-04-18T11:54:37.760411,0,300,asterion,ProphetRouter,75
21129,2018-04-18T11:46:40.890709,75M,2723.3569,460,6428,3638,0.566,290788,0,2018-04-18T11:54:37.760416,3.7845,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['seE']_[75M]_[35,60]",5469.4821,3651,infocom06,"35,60",231.472,845733,556814,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['seE']_[75M]_[35,60]",'seE',302400,866863,2018-04-18T11:54:37.760412,0,300,asterion,ProphetRouter,75
21067,2018-04-18T11:46:40.890710,75M,2774.6034,375,6412,3494,0.5449,273704,0,2018-04-18T11:54:37.760417,3.8017,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gMe']_[75M]_[35,60]",5327.3022,3454,infocom06,"35,60",239.0246,838646,566970,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gMe']_[75M]_[35,60]",'gMe',302400,859714,2018-04-18T11:54:37.760413,0,300,asterion,ProphetRouter,75
20934,2018-04-18T11:46:40.890711,75M,2750.2259,329,6417,3604,0.5616,257269,0,2018-04-18T11:54:37.760418,3.7075,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gME']_[75M]_[35,60]",5381.4517,3508,infocom06,"35,60",234.5932,849078,593730,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gME']_[75M]_[35,60]",'gME',302400,870013,2018-04-18T11:54:37.760414,0,300,asterion,ProphetRouter,75
20977,2018-04-18T11:46:40.890712,75M,2749.1936,403,6442,3623,0.5624,278586,0,2018-04-18T11:54:37.760419,3.7969,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['geE']_[75M]_[35,60]",5602.464,3741,infocom06,"35,60",232.4916,845940,569280,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['geE']_[75M]_[35,60]",'geE',302400,866918,2018-04-18T11:54:37.760415,0,300,asterion,ProphetRouter,75
20931,2018-04-18T11:46:40.890713,75M,2728.2901,448,6424,3638,0.5663,286373,0,2018-04-18T11:54:37.760420,3.6987,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['MeE']_[75M]_[35,60]",5447.959,3607,infocom06,"35,60",230.8233,843373,558871,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['MeE']_[75M]_[35,60]",'MeE',302400,864305,2018-04-18T11:54:37.760416,0,300,asterion,ProphetRouter,75
21235,2018-04-18T11:46:40.890714,75M,2759.6458,369,6439,3632,0.5641,272012,0,2018-04-18T11:54:37.760421,3.7563,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msgM']_[75M]_[35,60]",5478.2594,3550,infocom06,"35,60",231.4262,844172,574054,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msgM']_[75M]_[35,60]",'msgM',302400,865408,2018-04-18T11:54:37.760417,0,300,asterion,ProphetRouter,75
21145,2018-04-18T11:46:40.890715,75M,2745.8356,374,6448,3621,0.5616,268599,0,2018-04-18T11:54:37.760422,3.7766,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msge']_[75M]_[35,60]",5489.9158,3493,infocom06,"35,60",230.9202,839783,573106,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msge']_[75M]_[35,60]",'msge',302400,860929,2018-04-18T11:54:37.760418,0,300,asterion,ProphetRouter,75
21006,2018-04-18T11:46:40.890716,75M,2741.4127,420,6445,3708,0.5753,287934,0,2018-04-18T11:54:37.760423,3.6961,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msgE']_[75M]_[35,60]",5573.4536,3561,infocom06,"35,60",229.4355,854455,568374,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msgE']_[75M]_[35,60]",'msgE',302400,875462,2018-04-18T11:54:37.760419,0,300,asterion,ProphetRouter,75
21235,2018-04-18T11:46:40.890717,75M,2736.5546,420,6426,3650,0.568,282338,0,2018-04-18T11:54:37.760424,3.7359,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msMe']_[75M]_[35,60]",5489.2101,3588,infocom06,"35,60",229.7721,842318,561816,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msMe']_[75M]_[35,60]",'msMe',302400,863554,2018-04-18T11:54:37.760420,0,300,asterion,ProphetRouter,75
21029,2018-04-18T11:46:40.890718,75M,2749.6245,435,6427,3600,0.5601,282639,0,2018-04-18T11:54:37.760425,3.7922,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msME']_[75M]_[35,60]",5426.1217,3482,infocom06,"35,60",233.1567,842964,562249,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msME']_[75M]_[35,60]",'msME',302400,863994,2018-04-18T11:54:37.760421,0,300,asterion,ProphetRouter,75
21183,2018-04-18T11:46:40.890719,75M,2747.8794,398,6444,3610,0.5602,278251,0,2018-04-18T11:54:37.760426,3.7759,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mseE']_[75M]_[35,60]",5607.9402,3814,infocom06,"35,60",232.0072,841156,564809,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mseE']_[75M]_[35,60]",'mseE',302400,862340,2018-04-18T11:54:37.760422,0,300,asterion,ProphetRouter,75
20976,2018-04-18T11:46:40.890720,75M,2755.2069,389,6427,3650,0.5679,280621,0,2018-04-18T11:54:37.760427,3.7992,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgMe']_[75M]_[35,60]",5539.6049,3670,infocom06,"35,60",230.7386,845846,567071,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgMe']_[75M]_[35,60]",'mgMe',302400,866823,2018-04-18T11:54:37.760423,0,300,asterion,ProphetRouter,75
21030,2018-04-18T11:46:40.890721,75M,2758.5496,478,6439,3666,0.5693,294686,0,2018-04-18T11:54:37.760428,3.7564,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgME']_[75M]_[35,60]",5486.0865,3448,infocom06,"35,60",229.1738,843817,551013,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgME']_[75M]_[35,60]",'mgME',302400,864848,2018-04-18T11:54:37.760424,0,300,asterion,ProphetRouter,75
21240,2018-04-18T11:46:40.890722,75M,2758.6101,402,6426,3653,0.5685,278852,0,2018-04-18T11:54:37.760429,3.7766,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgeE']_[75M]_[35,60]",5399.9034,3485,infocom06,"35,60",231.0287,847601,570560,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgeE']_[75M]_[35,60]",'mgeE',302400,868842,2018-04-18T11:54:37.760425,0,300,asterion,ProphetRouter,75
21143,2018-04-18T11:46:40.890723,75M,2732.6351,450,6422,3635,0.566,290342,0,2018-04-18T11:54:37.760430,3.7895,4,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mMeE']_[75M]_[35,60]",5382.3926,3486,infocom06,"35,60",234.0547,854424,565946,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mMeE']_[75M]_[35,60]",'mMeE',302400,875568,2018-04-18T11:54:37.760426,0,300,asterion,ProphetRouter,75
20967,2018-04-18T11:46:40.890724,75M,2751.8775,368,6418,3585,0.5586,273979,0,2018-04-18T11:54:37.760431,3.7587,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgMe']_[75M]_[35,60]",5489.2142,3407,infocom06,"35,60",232.8932,838507,566465,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgMe']_[75M]_[35,60]",'sgMe',302400,859475,2018-04-18T11:54:37.760427,0,300,asterion,ProphetRouter,75
21118,2018-04-18T11:46:40.890725,75M,2721.9425,450,6440,3645,0.566,290003,0,2018-04-18T11:54:37.760432,3.7078,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgME']_[75M]_[35,60]",5612.1512,3757,infocom06,"35,60",230.2968,843077,554911,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgME']_[75M]_[35,60]",'sgME',302400,864196,2018-04-18T11:54:37.760428,0,300,asterion,ProphetRouter,75
21332,2018-04-18T11:46:40.890726,75M,2786.4935,365,6415,3588,0.5593,274679,0,2018-04-18T11:54:37.760433,3.7545,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgeE']_[75M]_[35,60]",5464.9206,3531,infocom06,"35,60",233.7444,842263,569507,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgeE']_[75M]_[35,60]",'sgeE',302400,863596,2018-04-18T11:54:37.760429,0,300,asterion,ProphetRouter,75
21131,2018-04-18T11:46:40.890727,75M,2770.1758,386,6440,3635,0.5644,277895,0,2018-04-18T11:54:37.760434,3.7563,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sMeE']_[75M]_[35,60]",5356.1029,3428,infocom06,"35,60",232.6982,849493,573485,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sMeE']_[75M]_[35,60]",'sMeE',302400,870625,2018-04-18T11:54:37.760430,0,300,asterion,ProphetRouter,75
21165,2018-04-18T11:46:40.890728,75M,2779.5917,353,6417,3670,0.5719,265275,0,2018-04-18T11:54:37.760435,3.7935,3,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gMeE']_[75M]_[35,60]",5492.8234,3589,infocom06,"35,60",228.5766,842546,579146,0,ProphetRouter,,,"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gMeE']_[75M]_[35,60]",'gMeE',302400,863712,2018-04-18T11:54:37.760431,0,300,asterion,ProphetRouter,75
19559,2018-04-18T11:46:40.890779,50M,2499.2141,104,6447,3749,0.5815,60628,0,2018-04-18T11:54:37.760486,5.3673,5,"infocom06_MaxPropRouter_[300]ttl_[302400]s_seed['m']_[50M]_[35,60]",4619.8232,2183,infocom06,"35,60",125.02,472449,412918,0,MaxPropRouter,,,"infocom06_MaxPropRouter_[300]ttl_[302400]s_seed['m']_[50M]_[35,60]",'m',302400,492009,2018-04-18T11:54:37.760482,0,300,asterion,MaxPropRouter,50
19792,2018-04-18T11:46:40.890780,50M,2428.6805,100,6437,3743,0.5815,60131,0,2018-04-18T11:54:37.760487,5.2303,5,"infocom06_MaxPropRouter_[300]ttl_[302400]s_seed['M']_[50M]_[35,60]",4604.3836,2162,infocom06,"35,60",127.0804,479405,420344,0,MaxPropRouter,,,"infocom06_MaxPropRouter_[300]ttl_[302400]s_seed['M']_[50M]_[35,60]",'M',302400,499198,2018-04-18T11:54:37.760483,0,300,asterion,MaxPropRouter,50
19447,2018-04-18T11:46:40.890781,50M,2415.4433,101,6429,3742,0.5821,59427,0,2018-04-18T11:54:37.760488,5.2288,5,"infocom06_MaxPropRouter_[300]ttl_[302400]s_seed['ms']_[50M]_[35,60]",4513.9645,2057,infocom06,"35,60",125.1534,472066,413709,0,MaxPropRouter,,,"infocom06_MaxPropRouter_[300]ttl_[302400]s_seed['ms']_[50M]_[35,60]",'ms',302400,491515,2018-04-18T11:54:37.760484,0,300,asterion,MaxPropRouter,50
19794,2018-04-18T11:46:40.890782,50M,2513.8438,103,6428,3642,0.5666,63624,0,2018-04-18T11:54:37.760489,5.3067,5,"infocom06_MaxPropRouter_[300]ttl_[302400]s_seed['mg']_[50M]_[35,60]",4641.0881,2082,infocom06,"35,60",129.1093,473858,411310,0,MaxPropRouter,,,"infocom06_MaxPropRouter_[300]ttl_[302400]s_seed['mg']_[50M]_[35,60]",'mg',302400,493653,2018-04-18T11:54:37.760485,0,300,asterion,MaxPropRouter,50
