id,scenario,sim_time,created,started,relayed,aborted,dropped,removed,delivered,delivery_prob,response_prob,overhead_ratio,latency_avg,latency_med,hopcount_avg,hopcount_med,buffertime_avg,buffertime_med,distance_avg,d_dist_avg,task_id,execution_assigned,execution_started,execution_finished,worker
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgM']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgM']_[50M]_[25,35]",302400.0,10254,66731,52141,14590,38888,17511,4499,0.4388,0.0,10.5895,5724.3659,4081.0,2.5166,2,11914.6177,15770.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sge']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sge']_[50M]_[25,35]",302400.0,10235,67054,52358,14696,39112,17457,4495,0.4392,0.0,10.6481,5557.2687,3942.0,2.4939,2,11921.4081,15755.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgE']_[50M]_[25,35]",302400.0,10240,66688,52029,14659,38841,17459,4470,0.4365,0.0,10.6396,5591.849,3858.0,2.5112,2,11839.8282,15606.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMe']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMe']_[50M]_[25,35]",302400.0,10249,67063,52332,14731,38588,17922,4553,0.4442,0.0,10.494,5549.6422,3985.0,2.4995,2,11759.4238,15417.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sME']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sME']_[50M]_[25,35]",302400.0,10245,67277,52503,14774,39077,17662,4537,0.4429,0.0,10.5722,5674.8164,4132.0,2.4917,2,11799.4958,15500.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['seE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['seE']_[50M]_[25,35]",302400.0,10248,66855,52215,14640,38915,17463,4501,0.4392,0.0,10.6008,5374.9598,3717.0,2.5212,2,11830.5438,15595.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMe']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMe']_[50M]_[25,35]",302400.0,10248,67221,52510,14711,39301,17393,4479,0.4371,0.0,10.7236,5554.6731,3869.0,2.4901,2,11891.8678,15695.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gME']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gME']_[50M]_[25,35]",302400.0,10241,66556,51850,14706,38360,17795,4492,0.4386,0.0,10.5427,5622.1621,3959.0,2.4715,2,11700.4828,15206.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['geE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['geE']_[50M]_[25,35]",302400.0,10257,67681,52875,14806,39168,17946,4543,0.4429,0.0,10.6388,5544.2657,3801.0,2.5025,2,11801.2276,15460.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['MeE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['MeE']_[50M]_[25,35]",302400.0,10254,66705,52341,14364,38837,17771,4494,0.4383,0.0,10.6469,5523.2859,3892.0,2.4922,2,11837.8324,15600.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msgM']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msgM']_[50M]_[25,35]",302400.0,10249,66793,52235,14558,39078,17467,4481,0.4372,0.0,10.657,5393.2207,3707.0,2.4825,2,11898.8601,15715.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msge']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msge']_[50M]_[25,35]",302400.0,10241,67362,52614,14748,38864,17884,4581,0.4473,0.0,10.4853,5590.8193,3863.0,2.5097,2,11796.0874,15546.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msgE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msgE']_[50M]_[25,35]",302400.0,10249,67306,52718,14588,39132,17733,4588,0.4477,0.0,10.4904,5649.5514,3996.0,2.488,2,11811.4343,15580.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msMe']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msMe']_[50M]_[25,35]",302400.0,10266,67904,53066,14838,39534,17688,4563,0.4445,0.0,10.6296,5673.4195,4050.0,2.5093,2,11930.8881,15710.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msME']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msME']_[50M]_[25,35]",302400.0,10260,66999,52101,14898,39106,17271,4465,0.4352,0.0,10.6688,5634.7973,4060.0,2.4903,2,11838.2457,15620.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mseE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mseE']_[50M]_[25,35]",302400.0,10263,66831,52322,14509,38996,17632,4470,0.4355,0.0,10.7051,5406.9318,3819.0,2.5123,2,11822.5728,15545.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgMe']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgMe']_[50M]_[25,35]",302400.0,10273,67507,52617,14890,39327,17540,4510,0.439,0.0,10.6667,5509.6024,3735.0,2.5339,3,11895.2325,15725.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgME']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgME']_[50M]_[25,35]",302400.0,10244,67129,52413,14716,39246,17485,4477,0.437,0.0,10.7072,5554.4289,4059.0,2.5211,2,11924.2262,15807.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgeE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgeE']_[50M]_[25,35]",302400.0,10248,66937,52480,14457,38613,18002,4564,0.4454,0.0,10.4987,5524.069,3834.0,2.4958,2,11736.0266,15357.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mMeE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mMeE']_[50M]_[25,35]",302400.0,10247,67460,52502,14958,39065,17577,4519,0.441,0.0,10.6181,5617.7637,3878.0,2.5145,2,11877.9589,15702.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgMe']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgMe']_[50M]_[25,35]",302400.0,10258,67289,52640,14649,39047,17804,4547,0.4433,0.0,10.5769,5586.3156,3902.0,2.5175,2,11784.833,15440.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgME']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgME']_[50M]_[25,35]",302400.0,10247,67609,52710,14899,39350,17629,4515,0.4406,0.0,10.6744,5684.4811,4124.0,2.5172,2,11892.2542,15780.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgeE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgeE']_[50M]_[25,35]",302400.0,10235,66436,52022,14414,39058,17298,4441,0.4339,0.0,10.714,5600.4314,3878.0,2.4976,2,11815.2253,15565.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMeE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMeE']_[50M]_[25,35]",302400.0,10246,66640,52205,14435,38630,17663,4558,0.4449,0.0,10.4535,5591.3537,4020.0,2.4963,2,11828.422,15667.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMeE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMeE']_[50M]_[25,35]",302400.0,10262,66991,52467,14524,39184,17610,4485,0.437,0.0,10.6983,5558.5764,3818.0,2.4816,2,11844.1554,15636.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['m']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['m']_[50M]_[25,35]",302400.0,10249,946095,925029,21065,555016,374132,4802,0.4685,0.0,191.6341,5798.7788,4118.0,3.5648,3,2037.8146,1037.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['M']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['M']_[50M]_[25,35]",302400.0,10246,952269,931112,21156,556454,378761,4827,0.4711,0.0,191.8966,6007.5074,4205.0,3.579,3,2037.7359,1040.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ms']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ms']_[50M]_[25,35]",302400.0,10252,943911,922685,21225,553979,372736,4849,0.473,0.0,189.2836,5915.9757,4239.0,3.5424,3,2031.9506,1045.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mg']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mg']_[50M]_[25,35]",302400.0,10245,943350,922154,21195,553877,372352,4742,0.4629,0.0,193.4652,5859.9441,4157.0,3.5681,3,2050.2375,1044.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mM']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mM']_[50M]_[25,35]",302400.0,10245,952333,931124,21208,556157,379064,4831,0.4715,0.0,191.7394,5983.3128,4347.0,3.569,3,2032.846,1032.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['me']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['me']_[50M]_[25,35]",302400.0,10244,945045,923876,21168,550123,377833,4798,0.4684,0.0,191.5544,5903.3045,4197.0,3.5667,3,2034.1934,1039.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mE']_[50M]_[25,35]",302400.0,10267,953221,932048,21172,555582,380468,4878,0.4751,0.0,190.0718,5872.6509,4172.0,3.5496,3,2048.2295,1054.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sg']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sg']_[50M]_[25,35]",302400.0,10245,947456,926455,21000,553422,377230,4749,0.4635,0.0,194.0842,5787.7511,3973.0,3.5972,3,2038.0819,1046.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sM']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sM']_[50M]_[25,35]",302400.0,10249,949166,928152,21013,557516,374684,4841,0.4723,0.0,190.7273,5991.5988,4276.0,3.5962,3,2015.4649,1024.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['se']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['se']_[50M]_[25,35]",302400.0,10250,949421,928384,21036,553932,378525,4839,0.4721,0.0,190.8545,5936.8324,4134.0,3.5569,3,2031.6844,1030.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sE']_[50M]_[25,35]",302400.0,10259,952891,931885,21005,558563,377308,4833,0.4711,0.0,191.8171,5911.8889,4170.0,3.6611,3,2031.78,1046.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gM']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gM']_[50M]_[25,35]",302400.0,10247,949922,928771,21150,556289,376630,4783,0.4668,0.0,193.1817,5956.2862,4185.0,3.5984,3,2038.6405,1047.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ge']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ge']_[50M]_[25,35]",302400.0,10256,956509,935517,20991,566212,373368,4832,0.4711,0.0,192.6087,5900.606,4194.0,3.5685,3,2044.0193,1060.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gE']_[50M]_[25,35]",302400.0,10243,940040,918991,21048,550886,372266,4771,0.4658,0.0,191.6202,5916.6447,4104.0,3.5741,3,2052.4395,1035.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['Me']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['Me']_[50M]_[25,35]",302400.0,10232,958146,937212,20933,555086,386256,4807,0.4698,0.0,193.9682,5838.4223,4119.0,3.5973,3,2031.5499,1041.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ME']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['ME']_[50M]_[25,35]",302400.0,10243,954314,933262,21051,562208,375239,4742,0.463,0.0,195.8077,5841.5637,4230.0,3.6118,3,2038.3075,1046.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['eE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['eE']_[50M]_[25,35]",302400.0,10257,938923,917784,21138,548124,373754,4808,0.4688,0.0,189.8869,5871.1292,4064.0,3.5512,3,2021.3574,1029.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msg']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msg']_[50M]_[25,35]",302400.0,10259,938564,917504,21059,551649,369936,4857,0.4734,0.0,187.9034,5902.4247,4200.0,3.5623,3,2035.5827,1044.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msM']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msM']_[50M]_[25,35]",302400.0,10254,949393,928198,21194,555735,376449,4873,0.4752,0.0,189.4777,5866.0339,4248.0,3.5418,3,2025.9783,1033.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mse']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mse']_[50M]_[25,35]",302400.0,10250,950484,929556,20927,556777,376900,4804,0.4687,0.0,192.4963,5890.3335,4222.0,3.5893,3,2048.6793,1058.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msE']_[50M]_[25,35]",302400.0,10264,945984,924799,21184,555396,373521,4808,0.4684,0.0,191.3459,5850.2036,4156.0,3.552,3,2047.1512,1042.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgM']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgM']_[50M]_[25,35]",302400.0,10238,950176,928987,21188,555053,378004,4819,0.4707,0.0,191.7759,5884.7912,4162.0,3.513,3,2041.1081,1047.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mge']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mge']_[50M]_[25,35]",302400.0,10266,943431,922406,21024,550559,376017,4736,0.4613,0.0,193.7648,5908.6934,4186.0,3.5779,3,2046.4508,1047.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['mgE']_[50M]_[25,35]",302400.0,10252,954267,933265,21001,555612,381738,4838,0.4719,0.0,191.9031,5821.5777,4138.0,3.5492,3,2029.0591,1025.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['meE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['meE']_[50M]_[25,35]",302400.0,10246,935524,914376,21147,552203,366282,4768,0.4654,0.0,190.7735,5816.3639,4150.0,3.5522,3,2035.081,1042.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgM']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgM']_[50M]_[25,35]",302400.0,10254,947661,926643,21017,549809,380886,4858,0.4738,0.0,189.7458,5897.8506,4207.0,3.5846,3,2038.9582,1035.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sge']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sge']_[50M]_[25,35]",302400.0,10235,943988,922988,20999,558075,368968,4811,0.4701,0.0,190.8495,5834.8952,4118.0,3.5918,3,2041.0864,1050.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sgE']_[50M]_[25,35]",302400.0,10240,944829,923665,21163,557465,370266,4821,0.4708,0.0,190.592,5974.2898,4267.0,3.5949,3,2021.3271,1048.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sMe']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sMe']_[50M]_[25,35]",302400.0,10249,951528,930527,21000,552948,381679,4819,0.4702,0.0,192.0955,5825.2733,4047.0,3.5534,3,2039.5417,1035.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sME']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['sME']_[50M]_[25,35]",302400.0,10245,946742,925523,21218,552520,377149,4787,0.4673,0.0,192.3409,5916.3574,4329.0,3.5433,3,2043.9505,1040.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['seE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['seE']_[50M]_[25,35]",302400.0,10248,952501,931142,21358,553447,381760,4821,0.4704,0.0,192.1429,5796.3273,4183.0,3.5947,3,2038.7691,1049.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gMe']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gMe']_[50M]_[25,35]",302400.0,10248,946187,925252,20934,561699,367659,4783,0.4667,0.0,192.446,5881.2268,4224.0,3.6157,3,2037.9866,1047.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gME']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['gME']_[50M]_[25,35]",302400.0,10241,946351,925046,21304,545938,383205,4831,0.4717,0.0,190.4813,5987.0718,4288.0,3.5266,3,2020.0848,1030.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['geE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['geE']_[50M]_[25,35]",302400.0,10257,942977,921781,21195,553108,372770,4822,0.4701,0.0,190.1616,5876.8088,4144.0,3.5332,3,2032.5635,1034.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['MeE']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['MeE']_[50M]_[25,35]",302400.0,10254,943211,922280,20930,550596,375781,4823,0.4704,0.0,190.2254,5914.7259,4298.0,3.5675,3,2032.9356,1034.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
"infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msgM']_[50M]_[25,35]","infocom06_ProphetRouter_[300]ttl_[302400]s_seed['msgM']_[50M]_[25,35]",302400.0,10249,957030,935992,21037,560166,379995,4765,0.4649,0.0,195.4306,5732.7912,4103.0,3.5935,3,2031.1418,1043.0,0.0,0.0,2,2018-05-04T04:52:02.752156,2018-05-04T04:52:02.792179,2018-05-04T08:57:06.025868,asterion
