id,scenario,mobility,router,nodes,ttl,seed,buffer_size,message_interval,sim_time,created,started,relayed,aborted,dropped,removed,delivered,delivery_prob,response_prob,overhead_ratio,latency_avg,latency_med,hopcount_avg,hopcount_med,buffertime_avg,buffertime_med,distance_avg,d_dist_avg,speed_avg
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[24113]_[75M]_[60, 120]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[24113]_[75M]_[60, 120]_w[3]",MANET,MaxProp,400,300,24113,75,"60, 120",21600,241,50636,50498,126,0,46350,213,0.8838,0,236.0798,2762.7324,2636,4.2958,4,1759.0019,1595,6550.6808073022,6537.29741682247,2.88036901309546
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[5481]_[200M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[5481]_[200M]_[35,60]_w[3]",MANET,MaxProp,600,300,5481,200,"35,60",21600,459,127713,126957,723,0,118959,408,0.8889,0,310.1691,2177.4608,2119,4.0833,4,1365.0851,1220,6216.18106248437,6235.86432555513,3.35582822097377
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[73906]_[100M]_[25,35]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[73906]_[100M]_[25,35]_w[3]",MANET,MaxProp,400,300,73906,100,"25,35",21600,729,63654,63108,529,0,55555,591,0.8107,0,105.7817,3707.4958,3668,3.2217,3,2172.7094,1905,6205.85385469515,6248.9397231311,2.22249182094096
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[79009]_[200M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[79009]_[200M]_[35,60]_w[3]",MANET,MaxProp,600,300,79009,200,"35,60",21600,459,128045,127249,769,0,118819,405,0.8824,0,313.1951,2186.0889,2229,4.1062,4,1439.6066,1290,6131.43830552721,6087.09138383386,3.40318683222425
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[24113]_[200M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[24113]_[200M]_[35,60]_w[3]",MANET,MaxProp,600,300,24113,200,"35,60",21600,459,127379,126540,803,0,117443,409,0.8911,0,308.3888,2190.3301,2179,4.132,4,1381.9022,1240,6505.61174705377,6492.62878575016,3.48897483375703
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[5768]_[50M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[5768]_[50M]_[5,25]_w[3]",MANET,MaxProp,200,300,5768,50,"5,25",21600,1454,19407,19150,253,278,13266,762,0.5241,0,24.1312,6648.9475,6104,2.3255,2,4928.8137,4265,6375.42781809106,6279.58591411162,1.51058820479139
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[22]_[100M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[22]_[100M]_[5,25]_w[3]",MANET,MaxProp,200,300,22,100,"5,25",21600,1454,18968,18694,271,443,12383,739,0.5083,0,24.2963,6622.7185,6126,2.3058,2,4783.8729,4117,6348.56076382436,6285.1278370877,1.6539064268672
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[45907]_[75M]_[35,60]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[45907]_[75M]_[35,60]_w[3]",MANET,MaxProp,200,300,45907,75,"35,60",21600,458,15323,15249,72,88,11977,312,0.6812,0,47.875,5790.5962,5482,2.8814,3,3682.8036,3220,6290.67493743813,6263.3351239582,1.54400811292306
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[33282]_[150M]_[60, 120]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[33282]_[150M]_[60, 120]_w[3]",MANET,MaxProp,100,300,33282,150,"60, 120",21600,242,3487,3475,12,113,2084,130,0.5372,0,25.7308,6926.8846,6591,2.5923,3,5296.7228,4701,6538.2336361713,6500.09435988893,1.54306673320814
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[78802]_[50M]_[5,25]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[78802]_[50M]_[5,25]_w[3]",MANET,MaxProp,400,300,78802,50,"5,25",21600,1444,73037,71824,1199,0,60764,1073,0.7431,0,65.9376,4521.192,4200,2.7968,3,2726.1703,2290,6226.94376507922,6228.6076998683,1.99263538327297
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[44180]_[100M]_[35,60]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[44180]_[100M]_[35,60]_w[3]",MANET,MaxProp,200,300,44180,100,"35,60",21600,458,15115,15034,76,27,11556,296,0.6463,0,49.7905,5492.8514,4883,2.8007,3,3493.8898,3105,6345.36665833131,6239.28363922377,1.60046126139035
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[5768]_[150M]_[5,25]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[5768]_[150M]_[5,25]_w[3]",MANET,MaxProp,400,300,5768,150,"5,25",21600,1444,73805,72635,1157,0,62015,1088,0.7535,0,65.7601,4330.4393,4132,2.8051,3,2615.9722,2235,6355.84192958465,6310.84878634832,2.10639010053754
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[15598]_[200M]_[25,35]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[15598]_[200M]_[25,35]_w[3]",MANET,MaxProp,600,300,15598,200,"25,35",21600,728,138504,137248,1223,0,127116,637,0.875,0,214.46,2633.9403,2544,3.6295,4,1527.3121,1335,6286.18971132404,6254.49580655751,2.93181139237795
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[24113]_[75M]_[5,25]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[24113]_[75M]_[5,25]_w[3]",MANET,MaxProp,400,300,24113,75,"5,25",21600,1444,73008,71806,1185,0,60902,1080,0.7479,0,65.487,4463.7852,4288,2.7769,3,2697.6789,2285,6272.22082623412,6196.461659593,2.07384780998953
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[24113]_[75M]_[60, 120]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[24113]_[75M]_[60, 120]_w[3]",MANET,MaxProp,600,300,24113,75,"60, 120",21600,239,99669,99361,297,0,93623,217,0.9079,0,456.8848,1786.3318,1674,4.7558,5,1246.938,1140,6333.80097959547,6241.7476557885,4.00151543968576
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[33282]_[100M]_[25,35]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[33282]_[100M]_[25,35]_w[3]",MANET,MaxProp,100,300,33282,100,"25,35",21600,728,3852,3820,31,555,1770,239,0.3283,0,14.9833,7746.4184,7118,2.0377,2,7292.932,6766,6399.07509166639,5922.18235256108,1.53989363765953
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[8439]_[75M]_[5,25]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[8439]_[75M]_[5,25]_w[3]",MANET,MaxProp,400,300,8439,75,"5,25",21600,1444,73613,72393,1206,0,60633,1071,0.7417,0,66.5938,4563.958,4499,2.8282,3,2719.8917,2330,6417.53577478489,6462.40171268439,1.95795382612057
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[15475]_[200M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[15475]_[200M]_[5,25]_w[3]",MANET,MaxProp,200,300,15475,200,"5,25",21600,1454,18753,18507,246,434,12285,725,0.4986,0,24.5269,7093.6028,6726,2.3269,2,5028.213,4390,6243.61514526037,6244.30625029639,1.41854091926937
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[59004]_[150M]_[35,60]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[59004]_[150M]_[35,60]_w[3]",MANET,MaxProp,100,300,59004,150,"35,60",21600,459,3832,3810,22,277,2008,197,0.4292,0,18.3401,7942.8782,7819,2.198,2,6608.9991,6024,6051.5512543029,5848.85289860397,1.22421594061333
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[75M]_[35,60]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[75M]_[35,60]_w[3]",MANET,MaxProp,200,300,59004,75,"35,60",21600,458,14842,14752,88,83,11631,292,0.6376,0,49.5205,5814.25,5502,2.8527,3,3652.0676,3239,6255.09188969917,6203.15595047815,1.4291582506765
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[79009]_[200M]_[60, 120]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[79009]_[200M]_[60, 120]_w[3]",MANET,MaxProp,600,300,79009,200,"60, 120",21600,239,101547,101234,294,0,96118,218,0.9121,0,463.3761,1739.1422,1637,4.8349,5,1275.8159,1180,6297.70582052881,6297.95920230062,4.10023903491256
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[59004]_[50M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[59004]_[50M]_[35,60]_w[3]",MANET,MaxProp,600,300,59004,50,"35,60",21600,459,128258,127472,751,0,119233,410,0.8932,0,309.9073,2218.7073,2201,4.0268,4,1389.7761,1245,6432.65723100124,6384.21993763857,3.46745897371172
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[45907]_[200M]_[5,25]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[45907]_[200M]_[5,25]_w[3]",MANET,MaxProp,100,300,45907,200,"5,25",21600,1471,4312,4269,42,996,1630,341,0.2318,0,11.5191,7951.8152,7595,1.8446,2,8860.433,8410,6338.50612228161,5921.63921330273,1.45049221521612
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78802]_[100M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78802]_[100M]_[35,60]_w[3]",MANET,MaxProp,600,300,78802,100,"35,60",21600,459,126829,126047,755,0,116277,405,0.8824,0,310.2272,2204.642,2145,4.0691,4,1365.2771,1230,6460.0424238839,6502.12738462691,3.56354950282366
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[38517]_[50M]_[35,60]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[38517]_[50M]_[35,60]_w[3]",MANET,MaxProp,400,300,38517,50,"35,60",21600,460,57979,57616,347,0,52138,384,0.8348,0,149.0417,3181.8932,3153,3.6198,4,1890.3183,1660,6440.01487428871,6449.48919007276,2.61018191458041
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[45907]_[100M]_[5,25]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[45907]_[100M]_[5,25]_w[3]",MANET,MaxProp,100,300,45907,100,"5,25",21600,1471,4312,4269,42,996,1630,341,0.2318,0,11.5191,7951.8152,7595,1.8446,2,8860.433,8410,6338.50612228161,5921.63921330273,1.45049221521612
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[75M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[75M]_[5,25]_w[3]",MANET,MaxProp,200,300,59004,75,"5,25",21600,1454,18464,18183,279,620,11862,731,0.5028,0,23.8741,7017.6922,6514,2.2804,2,5057.5929,4395,6464.36087317694,6405.39120746986,1.47978933475687
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[28749]_[150M]_[25,35]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[28749]_[150M]_[25,35]_w[3]",MANET,MaxProp,400,300,28749,150,"25,35",21600,729,63973,63356,609,0,56491,590,0.8093,0,106.3831,3835.2136,3664,3.1966,3,2254.3582,1985,6353.97620882668,6363.63738719158,2.13961990004173
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[50M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[50M]_[35,60]_w[3]",MANET,MaxProp,600,300,38517,50,"35,60",21600,459,125970,125214,731,0,115870,405,0.8824,0,308.1704,2193.8543,2125,3.9901,4,1378.3465,1225,6270.92315955218,6267.32363489331,3.41512594698534
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78802]_[75M]_[5,25]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78802]_[75M]_[5,25]_w[3]",MANET,MaxProp,600,300,78802,75,"5,25",21600,1472,161550,159008,2512,0,143651,1231,0.8363,0,128.1698,3186.1877,3040,3.1543,3,1807.2036,1553,6200.57169059245,6158.9168838573,2.53937896528328
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[24113]_[150M]_[25,35]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[24113]_[150M]_[25,35]_w[3]",MANET,MaxProp,600,300,24113,150,"25,35",21600,728,138681,137457,1189,0,126948,630,0.8654,0,217.1857,2659.4619,2581,3.6254,4,1508.2136,1320,6407.71099418083,6379.43937558475,2.91359815999007
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[5481]_[100M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[5481]_[100M]_[35,60]_w[3]",MANET,MaxProp,600,300,5481,100,"35,60",21600,459,127713,126957,723,0,118959,408,0.8889,0,310.1691,2177.4608,2119,4.0833,4,1365.0851,1220,6216.18106248437,6235.86432555513,3.35582822097377
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78051]_[100M]_[60, 120]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78051]_[100M]_[60, 120]_w[3]",MANET,MaxProp,600,300,78051,100,"60, 120",21600,239,102681,102363,295,0,94478,223,0.9331,0,458.0269,1860.6099,1804,4.9507,5,1326.8159,1240,6540.7118301811,6518.37684554892,4.1057418493738
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[79009]_[50M]_[35,60]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[79009]_[50M]_[35,60]_w[3]",MANET,MaxProp,400,300,79009,50,"35,60",21600,460,58120,57725,378,0,51939,378,0.8217,0,151.7116,3444.3704,3347,3.5344,4,1951.0966,1735,6440.95005136035,6468.4250094326,2.38613724376804
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[71182]_[150M]_[5,25]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[71182]_[150M]_[5,25]_w[3]",MANET,MaxProp,600,300,71182,150,"5,25",21600,1472,162026,159631,2363,0,143004,1220,0.8288,0,129.8451,3168.5057,3047,3.1656,3,1826.0102,1590,6241.92724864181,6200.28291521944,2.52987226168488
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[58405]_[100M]_[25,35]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[58405]_[100M]_[25,35]_w[3]",MANET,MaxProp,400,300,58405,100,"25,35",21600,729,62938,62354,575,0,55550,568,0.7791,0,108.7782,3782.8926,3727,3.1813,3,2236.658,1960,6334.23225929049,6288.19802663405,2.21897025286945
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[70]_[150M]_[60, 120]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[70]_[150M]_[60, 120]_w[3]",MANET,MaxProp,400,300,70,150,"60, 120",21600,241,51743,51626,105,0,47126,214,0.888,0,240.243,2514.986,2406,4.1542,4,1658.7368,1515,6515.1848131341,6505.05099750562,3.34662892254677
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[33282]_[50M]_[25,35]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[33282]_[50M]_[25,35]_w[3]",MANET,MaxProp,200,300,33282,50,"25,35",21600,730,16369,16258,109,4,12181,433,0.5932,0,36.5473,6112.582,5624,2.5982,3,3982.5774,3475,6254.35752993884,6245.94530087251,1.63650066285458
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[71182]_[200M]_[5,25]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[71182]_[200M]_[5,25]_w[3]",MANET,MaxProp,100,300,71182,200,"5,25",21600,1471,4684,4619,64,1029,1688,375,0.2549,0,11.3173,7875.064,7662,1.8053,2,8912.8723,8589,6432.24271079384,6118.89486132375,1.65749429113392
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[54008]_[75M]_[60, 120]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[54008]_[75M]_[60, 120]_w[3]",MANET,MaxProp,100,300,54008,75,"60, 120",21600,242,3755,3744,9,194,2235,130,0.5372,0,27.8,7129.9,6872,2.5154,3,5360.3701,4740,6100.69514819026,5894.773357011,1.2154973656919
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[22]_[75M]_[60, 120]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[22]_[75M]_[60, 120]_w[3]",MANET,MaxProp,600,300,22,75,"60, 120",21600,239,99229,98929,268,0,91839,213,0.8912,0,463.4554,1836.7934,1791,4.7371,5,1321.0903,1205,6227.60009566154,6127.33632138771,3.81219654645351
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[15598]_[50M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[15598]_[50M]_[5,25]_w[3]",MANET,MaxProp,200,300,15598,50,"5,25",21600,1454,18551,18292,254,347,12203,728,0.5007,0,24.1264,6958.9959,6721,2.2761,2,4830.1127,4160,6190.48767030483,6260.11649698792,1.55616941431711
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78051]_[50M]_[60, 120]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78051]_[50M]_[60, 120]_w[3]",MANET,MaxProp,600,300,78051,50,"60, 120",21600,239,102681,102363,295,0,94478,223,0.9331,0,458.0269,1860.6099,1804,4.9507,5,1326.8159,1240,6540.7118301811,6518.37684554892,4.1057418493738
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[80454]_[150M]_[25,35]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[80454]_[150M]_[25,35]_w[3]",MANET,MaxProp,200,300,80454,150,"25,35",21600,730,16289,16171,117,23,12077,450,0.6164,0,34.9356,6169.1733,5776,2.62,3,3995.1284,3480,6398.19992771892,6389.02633548529,1.48882657548648
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[150M]_[25,35]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[150M]_[25,35]_w[3]",MANET,MaxProp,200,300,59004,150,"25,35",21600,730,16256,16141,111,177,11577,428,0.5863,0,36.7126,6501.507,6122,2.6028,3,4241.7986,3590,6351.66984876708,6290.79564856023,1.47332620419314
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[33282]_[100M]_[5,25]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[33282]_[100M]_[5,25]_w[3]",MANET,MaxProp,100,300,33282,100,"5,25",21600,1471,4731,4670,60,917,1914,393,0.2672,0,10.883,8195.369,7845,1.8219,2,8664.0844,8215,6259.48573442981,6030.6277027844,1.43053611733328
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[28749]_[100M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[28749]_[100M]_[5,25]_w[3]",MANET,MaxProp,200,300,28749,100,"5,25",21600,1454,18095,17817,277,471,11318,707,0.4862,0,24.2008,7038.6478,6650,2.2956,2,5243.1782,4640,6296.80330644761,6365.26394190341,1.46662432602097
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[71182]_[150M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[71182]_[150M]_[5,25]_w[3]",MANET,MaxProp,200,300,71182,150,"5,25",21600,1454,19173,18900,270,420,12668,719,0.4945,0,25.2865,6891.6356,6572,2.2879,2,4856.4558,4286,6338.10838905783,6386.73330350265,1.48273794136337
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78802]_[75M]_[25,35]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78802]_[75M]_[25,35]_w[3]",MANET,MaxProp,600,300,78802,75,"25,35",21600,728,138357,137167,1162,0,127055,629,0.864,0,217.0715,2495.6025,2409,3.5978,4,1494.0103,1309,6267.19727177612,6236.60286987154,3.10981986845561
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[22]_[100M]_[35,60]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[22]_[100M]_[35,60]_w[3]",MANET,MaxProp,100,300,22,100,"35,60",21600,459,3891,3872,17,424,1945,181,0.3943,0,20.3923,7970.663,7504,2.232,2,6692.2727,5950,6305.17528087062,6321.57263422745,1.26634390994051
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[22]_[150M]_[60, 120]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[22]_[150M]_[60, 120]_w[3]",MANET,MaxProp,100,300,22,150,"60, 120",21600,242,3482,3474,8,59,2184,125,0.5165,0,26.792,6844.76,6928,2.664,3,5206.6745,4855,6220.68082633043,6553.03885290612,1.51953392624123
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[28749]_[50M]_[60, 120]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[28749]_[50M]_[60, 120]_w[3]",MANET,MaxProp,400,300,28749,50,"60, 120",21600,241,51958,51824,118,0,47055,211,0.8755,0,244.6114,2582.1564,2463,4.2559,4,1708.4421,1560,6206.06569007351,6190.82775746099,2.94640178031625
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[79009]_[200M]_[60, 120]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[79009]_[200M]_[60, 120]_w[3]",MANET,MaxProp,200,300,79009,200,"60, 120",21600,240,13754,13715,35,0,11235,177,0.7375,0,76.4859,4362.0847,4238,3.2938,3,2825.255,2479,6245.14961488279,6244.29116720204,2.00703870199341
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[5481]_[100M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[5481]_[100M]_[5,25]_w[3]",MANET,MaxProp,200,300,5481,100,"5,25",21600,1454,18958,18700,255,381,12702,716,0.4924,0,25.1173,6494.162,6096,2.3436,2,4900.6004,4320,6212.7564215182,6262.84205749078,1.6139626125592
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[71182]_[100M]_[25,35]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[71182]_[100M]_[25,35]_w[3]",MANET,MaxProp,400,300,71182,100,"25,35",21600,729,64745,64149,586,0,56999,587,0.8052,0,108.2828,3517.6371,3420,3.2266,3,2044.99,1790,6272.34867136592,6188.47884357206,2.3963281388876
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[150M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[150M]_[35,60]_w[3]",MANET,MaxProp,600,300,38517,150,"35,60",21600,459,125970,125214,731,0,115870,405,0.8824,0,308.1704,2193.8543,2125,3.9901,4,1378.3465,1225,6270.92315955218,6267.32363489331,3.41512594698534
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[54008]_[50M]_[5,25]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[54008]_[50M]_[5,25]_w[3]",MANET,MaxProp,600,300,54008,50,"5,25",21600,1472,162118,159528,2571,0,144333,1240,0.8424,0,127.6516,3180.0565,3070,3.0887,3,1851.78,1595,6478.43972828985,6421.76087819772,2.64787010887696
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[8439]_[100M]_[35,60]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[8439]_[100M]_[35,60]_w[3]",MANET,MaxProp,200,300,8439,100,"35,60",21600,458,15587,15493,92,2,12110,303,0.6616,0,50.132,5609.3267,5493,2.868,3,3648.6629,3195,6200.89785374681,6272.36891677495,1.80927111860971
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[70]_[75M]_[35,60]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[70]_[75M]_[35,60]_w[3]",MANET,MaxProp,600,300,70,75,"35,60",21600,459,127053,126269,759,0,117467,405,0.8824,0,310.7753,2260.5531,2177,4.079,4,1396.9383,1247,6285.43877425514,6229.33700466771,3.40781789815146
"MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[22]_[200M]_[25,35]_w[3]","MANET_MaxPropRouter_100n_[300]ttl_[21600]s_seed[22]_[200M]_[25,35]_w[3]",MANET,MaxProp,100,300,22,200,"25,35",21600,728,4037,4001,35,555,1883,245,0.3365,0,15.3306,8104.2041,7755,2.1755,2,7064.783,6559,6323.93333369161,6213.47842713984,1.30132069121755
"MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[54008]_[100M]_[60, 120]_w[3]","MANET_MaxPropRouter_400n_[300]ttl_[21600]s_seed[54008]_[100M]_[60, 120]_w[3]",MANET,MaxProp,400,300,54008,100,"60, 120",21600,241,51373,51198,162,0,46790,215,0.8921,0,237.1302,2498.7302,2394,4.0047,4,1618.0955,1455,6318.98396827315,6343.13217610186,3.08360486204961
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[44180]_[50M]_[25,35]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[44180]_[50M]_[25,35]_w[3]",MANET,MaxProp,200,300,44180,50,"25,35",21600,730,15546,15399,145,19,11446,421,0.5767,0,35.5772,6138.361,5738,2.601,3,4273.261,3765,6191.53778092411,5900.80147446559,1.50256196911054
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[70]_[200M]_[25,35]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[70]_[200M]_[25,35]_w[3]",MANET,MaxProp,600,300,70,200,"25,35",21600,728,139717,138482,1206,0,127582,629,0.864,0,219.1622,2564.2369,2498,3.6582,4,1487.1922,1301,6542.20699139024,6532.15748247714,3.15302372606491
"MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[150M]_[25,35]_w[3]","MANET_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[150M]_[25,35]_w[3]",MANET,MaxProp,600,300,38517,150,"25,35",21600,728,138370,137162,1182,0,126195,623,0.8558,0,219.1637,2616.6982,2529,3.5393,4,1531.6396,1345,6393.62421567558,6304.37587559111,3.04965590039873
"MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[24113]_[100M]_[5,25]_w[3]","MANET_MaxPropRouter_200n_[300]ttl_[21600]s_seed[24113]_[100M]_[5,25]_w[3]",MANET,MaxProp,200,300,24113,100,"5,25",21600,1454,18146,17843,299,352,11966,711,0.489,0,24.0956,6903.0338,6468,2.3235,2,5034.6581,4370,6313.80171629284,6301.98896093159,1.48714949192909
