"id","scenario","mobility","router","nodes","ttl","seed","buffer_size","message_interval","sim_time","created","started","relayed","aborted","dropped","removed","delivered","delivery_prob","response_prob","overhead_ratio","latency_avg","latency_med","hopcount_avg","hopcount_med","buffertime_avg","buffertime_med","distance_avg","d_dist_avg","speed_avg","mobility","router","nodes","ttl","seed","buffer_size","message_interval","exp_weight","task_id","execution_assigned","execution_started","execution_finished","worker"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[61959]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[61959]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","61959","200","25,35",21600,728,85248,85248,0,0,28539,642,0.8819,0,131.785,2629.4128,2435,3.838,4,1155.8419,915,7266.03100607131,7211.40674272393,"Infinity","cdmx","EpidemicOracle",100,300,61959,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[44450]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[44450]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","44450","200","25,35",21600,728,89178,89178,0,0,31352,644,0.8846,0,137.4752,2559.7826,2458,3.8276,4,1132.9291,930,7339.76508890431,7232.87392206906,3.50705790531449,"cdmx","EpidemicOracle",100,300,44450,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[4762]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[4762]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","4762","200","25,35",21600,728,87030,87030,0,0,31116,630,0.8654,0,137.1429,2592.2317,2571,3.973,4,1122.4038,935,7212.75024491539,6974.70426020085,3.47106006647912,"cdmx","EpidemicOracle",100,300,4762,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[20098]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[20098]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","20098","200","25,35",21600,728,85165,85165,0,0,29875,631,0.8668,0,133.9683,2582.4057,2490,3.8193,4,1148.3628,920,7682.31893986516,7443.37521350516,3.67030722461944,"cdmx","EpidemicOracle",100,300,20098,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[61667]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[61667]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","61667","200","25,35",21600,728,87122,87122,0,0,30097,635,0.8723,0,136.2,2644.2378,2489,4.0094,4,1168.397,925,7563.69988336699,7654.95659930526,"Infinity","cdmx","EpidemicOracle",100,300,61667,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[15405]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[15405]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","15405","200","25,35",21600,728,85806,85806,0,0,29691,634,0.8709,0,134.3407,2577.4432,2435,3.9527,4,1111.9317,875,7467.67784048736,7351.29185043712,"Infinity","cdmx","EpidemicOracle",100,300,15405,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[98682]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[98682]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","98682","200","25,35",21600,728,87670,87670,0,0,30792,638,0.8764,0,136.4138,2573.8636,2434,4.058,4,1128.2804,910,7548.2269027449,7416.61481506856,"Infinity","cdmx","EpidemicOracle",100,300,98682,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[82509]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[82509]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","82509","200","25,35",21600,728,87829,87829,0,0,30492,644,0.8846,0,135.3804,2683.7081,2517,4.0932,4,1155.6972,915,7546.66295733861,7590.47419390236,"Infinity","cdmx","EpidemicOracle",100,300,82509,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[65139]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[65139]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","65139","200","25,35",21600,728,86582,86582,0,0,31501,635,0.8723,0,135.3496,2711.4583,2576,4.0362,4,1160.5987,950,7438.20232679905,7427.18332388248,3.51939743263227,"cdmx","EpidemicOracle",100,300,65139,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[4029]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[4029]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","4029","200","25,35",21600,728,87790,87790,0,0,30654,648,0.8901,0,134.4784,2538.4552,2360,3.9491,4,1132.2744,910,7376.91499563573,7324.04597532199,"Infinity","cdmx","EpidemicOracle",100,300,4029,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[90521]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[90521]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","90521","200","25,35",21600,728,87140,87140,0,0,29839,653,0.897,0,132.4456,2490.7917,2401,3.7917,4,1072.7904,865,7363.30610529415,7377.1367497845,3.84061336522855,"cdmx","EpidemicOracle",100,300,90521,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[98820]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[98820]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","98820","200","25,35",21600,728,88841,88841,0,0,30769,643,0.8832,0,137.1664,2567.2022,2411,3.8974,4,1157.6717,925,7149.91384451505,6965.5343152358,3.55901458613661,"cdmx","EpidemicOracle",100,300,98820,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[3136]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[3136]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","3136","200","25,35",21600,728,87270,87270,0,0,30704,637,0.875,0,136.0016,2540.3297,2377,3.9482,4,1100.6416,895,7618.07507729602,7557.40844734133,3.69680877513488,"cdmx","EpidemicOracle",100,300,3136,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[35402]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[35402]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","35402","200","25,35",21600,728,86236,86236,0,0,29608,636,0.8736,0,134.5912,2478.8396,2290,3.8491,4,1062.5879,860,7452.34316971905,7523.12685180058,"Infinity","cdmx","EpidemicOracle",100,300,35402,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[64524]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[64524]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","64524","200","25,35",21600,728,86302,86302,0,0,29948,631,0.8668,0,135.7702,2616.0666,2463,4.0618,4,1198.8341,940,7510.17025594349,7535.66849716329,3.63215443191047,"cdmx","EpidemicOracle",100,300,64524,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[37578]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[37578]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","37578","200","25,35",21600,728,85604,85604,0,0,29979,628,0.8626,0,135.3121,2491.4506,2353,3.9857,4,1095.7899,895,7158.04121682624,7174.0394926239,3.71147835104015,"cdmx","EpidemicOracle",100,300,37578,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[16966]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[16966]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","16966","200","25,35",21600,728,86089,86089,0,0,29416,630,0.8654,0,135.6492,2570.2397,2452,3.8937,4,1138.1601,905,7471.05245842247,7389.21306761878,"Infinity","cdmx","EpidemicOracle",100,300,16966,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[84181]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[84181]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","84181","200","25,35",21600,728,86758,86758,0,0,30169,638,0.8764,0,134.9843,2548.9091,2454,3.9906,4,1163.747,910,7505.4599300915,7482.72918228814,3.74006668780479,"cdmx","EpidemicOracle",100,300,84181,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[91016]_[200M]_[25,35]_w[3]","cdmx_EpidemicOracleRouter_100n_[300]ttl_[21600]s_seed[91016]_[200M]_[25,35]_w[3]","cdmx","EpidemicOracle","100","300","91016","200","25,35",21600,728,84952,84952,0,0,29470,627,0.8613,0,134.4896,2539.5789,2440,3.9617,4,1143.7436,905,7419.24683386721,7363.9624179363,"Infinity","cdmx","EpidemicOracle",100,300,91016,200,"25,35",3,36,"2018-08-29T20:03:44.252125","2018-08-29T20:03:44.254191","2018-08-29T20:28:37.249784","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[78802]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[78802]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","78802","200","5,25",21600,1444,5744291,5744291,0,5233201,232897,1310,0.9072,0,4383.955,1647.5015,1532,8.4473,6,686.4808,305,7717.79184409636,7599.78818534353,"Infinity","cdmx","EpidemicOracle",400,300,78802,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[94176]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[94176]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","94176","200","5,25",21600,1444,6574790,6574790,0,6064821,231095,1325,0.9176,0,4961.1057,1537.7502,1438,8.4219,6,601.93,255,7434.22883282087,7343.50696804646,"Infinity","cdmx","EpidemicOracle",400,300,94176,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[65221]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[65221]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","65221","200","5,25",21600,1444,6580899,6580899,0,6069064,231244,1309,0.9065,0,5026.4248,1549.7785,1436,8.3766,6,600.0506,255,7289.9531160615,7236.89318531172,5.56860226135492,"cdmx","EpidemicOracle",400,300,65221,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[44180]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[44180]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","44180","200","5,25",21600,1444,6330709,6330709,0,5817275,232089,1308,0.9058,0,4838.9916,1574.3242,1466,8.7263,6,624.5887,265,7505.08667795801,7503.88064630144,5.64846976127017,"cdmx","EpidemicOracle",400,300,44180,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[79009]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[79009]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","79009","200","5,25",21600,1444,6411436,6411436,0,5891264,238911,1302,0.9017,0,4923.298,1572.5346,1461,8.8456,6,618.1211,270,7549.22772054922,7488.74049939414,"Infinity","cdmx","EpidemicOracle",400,300,79009,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[68831]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[68831]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","68831","200","5,25",21600,1444,6064828,6064828,0,5556726,227224,1302,0.9017,0,4657.086,1591.341,1449,8.1536,6,649.4537,290,7499.4663168444,7411.76173740698,5.69700943983024,"cdmx","EpidemicOracle",400,300,68831,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[73906]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[73906]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","73906","200","5,25",21600,1444,6171270,6171270,0,5667163,225007,1321,0.9148,0,4670.6654,1568.3899,1466,8.0939,6,636.9636,290,7371.0926919744,7361.03825020234,5.49241593171856,"cdmx","EpidemicOracle",400,300,73906,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[15598]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[15598]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","15598","200","5,25",21600,1444,6101514,6101514,0,5585287,236631,1321,0.9148,0,4617.86,1596.0151,1500,8.5367,6,645.6275,280,7508.12411987486,7444.235076459,"Infinity","cdmx","EpidemicOracle",400,300,15598,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[78051]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[78051]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","78051","200","5,25",21600,1444,5998165,5998165,0,5486680,233099,1321,0.9148,0,4539.6245,1567.9523,1476,8.3232,6,658.8172,295,7418.92661326717,7362.98177404271,"Infinity","cdmx","EpidemicOracle",400,300,78051,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[71182]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[71182]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","71182","200","5,25",21600,1444,6313931,6313931,0,5799046,235705,1318,0.9127,0,4789.5395,1602.17,1498,8.6912,6,621.4463,265,7487.61397635013,7436.37935027143,"Infinity","cdmx","EpidemicOracle",400,300,71182,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[15475]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[15475]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","15475","200","5,25",21600,1444,6076566,6076566,0,5568283,228586,1311,0.9079,0,4634.0618,1579.5843,1435,8.3768,6,650.6125,285,7540.78710029074,7485.64147643836,"Infinity","cdmx","EpidemicOracle",400,300,15475,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[45907]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[45907]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","45907","200","5,25",21600,1444,6087196,6087196,0,5575429,231076,1307,0.9051,0,4656.3803,1552.091,1451,8.3091,6,650.1079,290,7526.33500849123,7423.81659569847,5.7349391150446,"cdmx","EpidemicOracle",400,300,45907,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[5768]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[5768]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","5768","200","5,25",21600,1444,5824174,5824174,0,5308732,233815,1297,0.8982,0,4489.4965,1622.7425,1533,8.1126,6,676.4688,300,7415.12637686209,7332.6778371771,5.34985628974244,"cdmx","EpidemicOracle",400,300,5768,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[28749]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[28749]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","28749","200","5,25",21600,1444,6215630,6215630,0,5709948,226481,1318,0.9127,0,4714.956,1575.2466,1451,8.786,6,636.3332,275,7548.47870499127,7479.78903877498,5.61068237755234,"cdmx","EpidemicOracle",400,300,28749,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[24113]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[24113]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","24113","200","5,25",21600,1444,6033354,6033354,0,5523918,232854,1318,0.9127,0,4576.6586,1554.7542,1450,8.3422,6,657.2646,280,7413.71138665893,7363.47111453138,"Infinity","cdmx","EpidemicOracle",400,300,24113,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[80454]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[80454]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","80454","200","5,25",21600,1444,5972682,5972682,0,5458104,233514,1323,0.9162,0,4513.4989,1587.0937,1479,8.3681,6,663.8579,290,7322.24127347619,7257.88535480493,"Infinity","cdmx","EpidemicOracle",400,300,80454,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[59004]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[59004]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","59004","200","5,25",21600,1444,6097287,6097287,0,5590580,227287,1325,0.9176,0,4600.726,1554.9177,1448,8.1072,6,648.8185,280,7620.86786930684,7574.45455509047,5.70415628115055,"cdmx","EpidemicOracle",400,300,59004,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[54008]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[54008]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","54008","200","5,25",21600,1444,6168582,6168582,0,5657627,231565,1301,0.901,0,4740.4158,1581.754,1502,8.6341,6,642.4777,275,7499.89604899765,7423.22098061709,"Infinity","cdmx","EpidemicOracle",400,300,54008,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[70]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[70]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","70","200","5,25",21600,1444,5923015,5923015,0,5410712,233360,1311,0.9079,0,4516.9367,1602.8253,1475,8.2479,6,668.1052,300,7723.10651019994,7686.04396540699,5.67352440542895,"cdmx","EpidemicOracle",400,300,70,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[8439]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[8439]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","8439","200","5,25",21600,1444,6205466,6205466,0,5696046,231687,1302,0.9017,0,4765.1029,1587.6628,1463,8.4908,6,634.6577,265,7510.77250099997,7403.49901353777,5.4767047857303,"cdmx","EpidemicOracle",400,300,8439,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[22]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[22]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","22","200","5,25",21600,1444,6053850,6053850,0,5547692,226094,1301,0.901,0,4652.2283,1525.6303,1419,8.1729,6,655.6614,285,7468.24990178333,7382.33048624138,"Infinity","cdmx","EpidemicOracle",400,300,22,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[58405]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[58405]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","58405","200","5,25",21600,1444,5838420,5838420,0,5329062,230808,1303,0.9024,0,4479.7521,1602.34,1501,8.3254,6,676.5262,305,7432.73841152172,7310.79942333305,"Infinity","cdmx","EpidemicOracle",400,300,58405,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[38517]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[38517]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","38517","200","5,25",21600,1444,6131954,6131954,0,5621433,232915,1313,0.9093,0,4669.1858,1570.5308,1493,8.4478,6,642.588,280,7502.14572244345,7434.04051730166,"Infinity","cdmx","EpidemicOracle",400,300,38517,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[33282]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[33282]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","33282","200","5,25",21600,1444,6217449,6217449,0,5700576,238071,1315,0.9107,0,4727.0981,1571.0852,1473,8.6601,6,636.3749,280,7197.81519741082,7192.40874321324,5.45383058638637,"cdmx","EpidemicOracle",400,300,33282,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
"cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[5481]_[200M]_[5,25]_w[3]","cdmx_EpidemicOracleRouter_400n_[300]ttl_[21600]s_seed[5481]_[200M]_[5,25]_w[3]","cdmx","EpidemicOracle","400","300","5481","200","5,25",21600,1444,5962746,5962746,0,5446051,238215,1306,0.9044,0,4564.6554,1648.1593,1524,8.7603,6,661.7986,300,7650.16749966263,7569.59776748771,"Infinity","cdmx","EpidemicOracle",400,300,5481,200,"5,25",3,18,"2018-08-29T17:16:07.885357","2018-08-29T17:16:07.886933","2018-08-29T20:34:33.084424","S30"
