id,scenario,mobility,router,nodes,ttl,seed,buffer_size,message_interval,sim_time,created,started,relayed,aborted,dropped,removed,delivered,delivery_prob,response_prob,overhead_ratio,latency_avg,latency_med,hopcount_avg,hopcount_med,buffertime_avg,buffertime_med,distance_avg,d_dist_avg,speed_avg
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[79009]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[79009]_[50M]_[25,35]_w[3]",cdmx,MaxProp,600,300,79009,50,"25,35",21600,728,297281,295003,2222,0,276178,665,0.9135,0,442.6135,1545.991,1458,4.3233,4,1297.878,1160,7365.64428780347,7248.04068739192,5.50883975744552
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[55182]_[50M]_[5,25]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[55182]_[50M]_[5,25]_w[3]",cdmx,MaxProp,400,300,55182,50,"5,25",21600,1444,193707,191050,2618,0,176040,1288,0.892,0,147.3307,2309.3494,2199,3.1374,3,1620.8972,1410,7509.6292920572,7425.40782319075,4.06491588849383
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[52770]_[50M]_[5,25]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[52770]_[50M]_[5,25]_w[3]",cdmx,MaxProp,400,300,52770,50,"5,25",21600,1444,193442,190837,2566,0,175245,1285,0.8899,0,147.5113,2221.0568,2127,3.1346,3,1556.7345,1367,7502.46119776473,7436.56894237405,4.16298785910218
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[52770]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[52770]_[50M]_[25,35]_w[3]",cdmx,MaxProp,600,300,52770,50,"25,35",21600,728,295132,292853,2212,0,273502,675,0.9272,0,432.8563,1562.163,1500,4.3674,4,1294.6532,1145,7406.81974294796,7427.21413998438,5.4695204235083
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[78802]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[78802]_[50M]_[35,60]_w[3]",cdmx,MaxProp,400,300,78802,50,"35,60",21600,460,123298,122627,637,0,113648,420,0.913,0,290.969,1713.2548,1623,4.1619,4,1438.9589,1275,7558.36272883576,7436.53410561698,5.10407191968948
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[5327]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[5327]_[50M]_[35,60]_w[3]",cdmx,MaxProp,100,300,5327,50,"35,60",21600,459,10523,10487,34,1,8750,335,0.7298,0,30.3045,4522.7373,4212,2.6687,3,3482.4157,3135,7686.63641238222,7687.33550414313,2.46700909408208
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[58405]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[58405]_[50M]_[25,35]_w[3]",cdmx,MaxProp,400,300,58405,50,"25,35",21600,729,157947,156707,1207,0,144957,668,0.9163,0,233.5913,1852.1901,1794,3.6647,4,1407.1013,1250,7328.92884109681,7382.4231652063,4.78502924619983
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[5768]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[5768]_[50M]_[25,35]_w[3]",cdmx,MaxProp,200,300,5768,50,"25,35",21600,730,47760,47459,293,0,43020,629,0.8616,0,74.4515,2812.1653,2614,3.0652,3,2022.7629,1772,7306.0970450302,7315.14329284309,3.62106652080611
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[58405]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[58405]_[50M]_[25,35]_w[3]",cdmx,MaxProp,100,300,58405,50,"25,35",21600,728,12180,12105,73,0,9667,538,0.739,0,21.5,4542.355,4160,2.368,2,3287.4025,2855,7482.09361781076,7440.18774085566,2.46410124180676
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[54008]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[54008]_[50M]_[25,35]_w[3]",cdmx,MaxProp,100,300,54008,50,"25,35",21600,728,12791,12710,79,29,10190,519,0.7129,0,23.4894,4377.736,4116,2.422,2,3133.1642,2768,7507.79707611562,7371.09189522886,2.64754980447282
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[33282]_[50M]_[5,25]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[33282]_[50M]_[5,25]_w[3]",cdmx,MaxProp,400,300,33282,50,"5,25",21600,1444,195158,192368,2751,0,177615,1290,0.8934,0,148.1225,2223.2868,2149,3.1512,3,1574.7697,1385,7197.81519741082,7232.3920656086,4.03347748615389
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[5327]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[5327]_[50M]_[25,35]_w[3]",cdmx,MaxProp,600,300,5327,50,"25,35",21600,728,298024,295788,2169,0,275739,675,0.9272,0,437.2044,1516.8963,1438,4.3644,4,1289.4704,1130,7338.47502637183,7171.43242661996,5.43299795827708
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[45907]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[45907]_[50M]_[25,35]_w[3]",cdmx,MaxProp,400,300,45907,50,"25,35",21600,729,160699,159445,1228,0,147117,657,0.9012,0,241.6865,1848.1096,1745,3.761,4,1445.5132,1280,7387.62406146554,7375.78277253455,4.85406760045678
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[96617]_[50M]_[5,25]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[96617]_[50M]_[5,25]_w[3]",cdmx,MaxProp,100,300,96617,50,"5,25",21600,1471,14355,14183,168,131,10677,968,0.6581,0,13.6519,5255.7231,4832,2.0506,2,4084.0124,3610,7499.6887054477,7455.59539411895,2.45225937345836
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78802]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78802]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,600,300,78802,50,"60, 120",21600,239,118974,118722,225,0,112522,221,0.9247,0,536.2036,1270.5249,1229,4.9095,5,1169.9133,1025,6964.41302270216,6940.61176664668,6.1261835812212
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[71182]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[71182]_[50M]_[25,35]_w[3]",cdmx,MaxProp,100,300,71182,50,"25,35",21600,728,12667,12603,60,2,9986,524,0.7198,0,23.0515,4721.0916,4341,2.4046,2,3462.1752,3070,7670.01368515659,7457.2686676349,2.55842540971466
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[59004]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[59004]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,100,300,59004,50,"60, 120",21600,242,10010,9996,11,0,8622,201,0.8306,0,48.7313,3560.597,3249,2.99,3,2608.1277,2275,7616.49583242818,7647.10294032454,2.89792657114205
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[50M]_[5,25]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[50M]_[5,25]_w[3]",cdmx,MaxProp,600,300,38517,50,"5,25",21600,1472,397728,392389,5277,0,365745,1352,0.9185,0,289.2286,1812.1975,1724,3.5288,3,1349.8547,1175,7493.82212408928,7391.52150335228,4.83946445314513
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[33282]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[33282]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,600,300,33282,50,"60, 120",21600,239,120407,120167,205,0,112271,221,0.9247,0,542.7421,1307.0452,1261,4.7692,5,1205.0553,1080,7202.62140842302,7157.38810410213,6.33027656300509
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[22]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[22]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,600,300,22,50,"60, 120",21600,239,121556,121272,256,0,113102,223,0.9331,0,542.8206,1341.6278,1286,4.9283,5,1251.9888,1115,7386.37522754176,7306.41727797261,6.02146918861947
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[22]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[22]_[50M]_[25,35]_w[3]",cdmx,MaxProp,600,300,22,50,"25,35",21600,728,296712,294495,2152,0,273417,670,0.9203,0,438.5448,1568.7313,1476,4.303,4,1318.6564,1175,7675.54534974456,7673.73606605858,5.60326408906536
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[79009]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[79009]_[50M]_[35,60]_w[3]",cdmx,MaxProp,600,300,79009,50,"35,60",21600,459,211444,210346,1049,0,194774,427,0.9303,0,491.6136,1441.2131,1372,4.7939,5,1261.3501,1120,7538.24744167889,7443.1787027146,5.88035349479765
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[33282]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[33282]_[50M]_[35,60]_w[3]",cdmx,MaxProp,200,300,33282,50,"35,60",21600,458,41406,41236,160,0,37252,402,0.8777,0,101.5771,2506.0721,2423,3.2662,3,1938.4607,1750,7051.78702306742,6984.84970521063,3.66698967964464
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[58405]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[58405]_[50M]_[25,35]_w[3]",cdmx,MaxProp,200,300,58405,50,"25,35",21600,730,47148,46829,305,0,41599,632,0.8658,0,73.0965,3074.9383,3015,2.9968,3,2096.6326,1835,7331.87710272177,7324.37893672759,3.15102984331963
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[38517]_[50M]_[25,35]_w[3]",cdmx,MaxProp,600,300,38517,50,"25,35",21600,728,294649,292467,2133,0,272640,673,0.9245,0,433.5721,1476.7355,1391,4.4101,4,1252.1765,1110,7265.71982076143,7260.67859324104,5.64736951694236
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[28749]_[50M]_[5,25]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[28749]_[50M]_[5,25]_w[3]",cdmx,MaxProp,600,300,28749,50,"5,25",21600,1472,399326,394098,5150,0,368692,1351,0.9178,0,290.7084,1772.4523,1680,3.5174,3,1304.3312,1135,7439.44991011388,7382.32717224026,5.00884616246082
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[54008]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[54008]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,600,300,54008,50,"60, 120",21600,239,121664,121363,267,0,114016,224,0.9372,0,540.7991,1350.3348,1254,4.9375,5,1175.294,1040,7537.57046131052,7470.88075456982,6.47164440382084
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[65221]_[50M]_[5,25]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[65221]_[50M]_[5,25]_w[3]",cdmx,MaxProp,200,300,65221,50,"5,25",21600,1454,54537,53898,629,0,47013,1177,0.8095,0,44.7927,3375.3203,3173,2.582,3,2326.0836,2050,7716.81101516499,7588.93385104117,3.1574994228766
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[24113]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[24113]_[50M]_[35,60]_w[3]",cdmx,MaxProp,600,300,24113,50,"35,60",21600,459,213071,211969,1030,0,197654,425,0.9259,0,497.7506,1449.4447,1364,4.6729,5,1276.4019,1120,7539.73393411639,7511.66358918328,5.90903611527383
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[58405]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[58405]_[50M]_[35,60]_w[3]",cdmx,MaxProp,100,300,58405,50,"35,60",21600,459,11419,11377,40,0,9559,360,0.7843,0,30.6028,4175.3806,3907,2.6083,3,3135.5815,2755,7700.35154297168,7684.77429674894,2.71468910467608
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[79009]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[79009]_[50M]_[35,60]_w[3]",cdmx,MaxProp,200,300,79009,50,"35,60",21600,458,41376,41170,194,0,37029,397,0.8668,0,102.7028,2494.4534,2352,3.2872,3,1870.0021,1675,7523.20578633483,7365.44631925502,3.84925087785175
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,200,300,59004,50,"60, 120",21600,240,30144,30073,62,0,27269,218,0.9083,0,136.9495,2211.2615,2117,3.7798,4,1751.1753,1555,7830.44998697614,7619.40973902159,4.06321405879132
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[78051]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[78051]_[50M]_[35,60]_w[3]",cdmx,MaxProp,200,300,78051,50,"35,60",21600,458,40916,40720,189,0,36067,394,0.8603,0,102.3503,2641.099,2538,3.4188,3,1988.2483,1785,7354.59144327353,7472.71888373546,3.54920021463429
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[22]_[50M]_[5,25]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[22]_[50M]_[5,25]_w[3]",cdmx,MaxProp,600,300,22,50,"5,25",21600,1472,394201,389052,5075,0,364717,1345,0.9137,0,288.258,1759.9799,1684,3.5004,3,1323.5219,1155,7509.46303597288,7497.64380080742,5.02706029746209
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[73906]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[73906]_[50M]_[35,60]_w[3]",cdmx,MaxProp,200,300,73906,50,"35,60",21600,458,42004,41834,160,0,37624,397,0.8668,0,104.3753,2549.5315,2451,3.3149,3,1925.1417,1720,7510.07718493777,7505.62298709767,3.6096830739573
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[73906]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[73906]_[50M]_[25,35]_w[3]",cdmx,MaxProp,200,300,73906,50,"25,35",21600,730,46577,46303,267,0,40971,613,0.8397,0,74.5351,2964.2822,2760,2.9918,3,2124.4198,1870,7644.39321089381,7446.19517119567,3.37822013399411
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[70]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[70]_[50M]_[25,35]_w[3]",cdmx,MaxProp,200,300,70,50,"25,35",21600,730,48402,48105,289,0,43243,630,0.863,0,75.3571,2694.2222,2567,2.8984,3,1950.975,1715,7489.36718778301,7472.85820503214,3.61253334759848
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[33282]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[33282]_[50M]_[25,35]_w[3]",cdmx,MaxProp,400,300,33282,50,"25,35",21600,729,159939,158624,1284,0,146338,665,0.9122,0,237.5323,1862.3338,1797,3.6451,4,1477.5525,1310,7556.97278924723,7552.28493064051,4.92954943210355
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[45907]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[45907]_[50M]_[25,35]_w[3]",cdmx,MaxProp,100,300,45907,50,"25,35",21600,728,11466,11385,76,11,8828,512,0.7033,0,21.2363,5002.8164,4540,2.3867,2,3880.1639,3450,7411.77578481473,7294.75838823396,2.35069652172481
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[96617]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[96617]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,400,300,96617,50,"60, 120",21600,241,76188,76031,142,0,70103,227,0.9419,0,333.9383,1546.6784,1471,4.5154,4,1392.6503,1265,7574.67270170809,7443.37438300714,5.55142775596172
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[5768]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[5768]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,400,300,5768,50,"60, 120",21600,241,75227,75061,144,0,70046,225,0.9336,0,332.6044,1629.8711,1555,4.8311,5,1476.1706,1317,7135.63794594598,7083.50384247938,5.30347740489113
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[59004]_[50M]_[35,60]_w[3]",cdmx,MaxProp,200,300,59004,50,"35,60",21600,458,41256,41086,159,0,36948,391,0.8537,0,104.0793,2574.3197,2404,3.399,3,1948.6248,1735,7505.74630544135,7517.18419652231,3.69151953443416
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[65221]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[65221]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,200,300,65221,50,"60, 120",21600,240,30174,30113,56,0,27347,211,0.8792,0,141.7156,2177.545,2071,3.9147,4,1868.6318,1665,7255.63110741465,7169.08207001025,4.12620313844898
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[5768]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[5768]_[50M]_[25,35]_w[3]",cdmx,MaxProp,100,300,5768,50,"25,35",21600,728,12836,12762,70,0,10388,544,0.7473,0,22.4596,4507.8199,4112,2.4099,2,3252.6817,2839,7320.36904816812,7196.43067678291,2.37004090770426
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[24113]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[24113]_[50M]_[35,60]_w[3]",cdmx,MaxProp,400,300,24113,50,"35,60",21600,460,122788,122134,629,0,111809,424,0.9217,0,287.0519,1711.6887,1601,4.2099,4,1402.9634,1235,7748.93566529409,7588.93613027234,5.30839236561752
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[65221]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[65221]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,400,300,65221,50,"60, 120",21600,241,74374,74227,126,0,67687,226,0.9378,0,327.4381,1487.1903,1478,4.6504,4,1403.0599,1280,7360.44945063895,7304.36205101738,5.79586609838451
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[52770]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[52770]_[50M]_[35,60]_w[3]",cdmx,MaxProp,600,300,52770,50,"35,60",21600,459,212949,211792,1108,0,196992,427,0.9303,0,495,1384.0913,1288,4.7518,5,1251.5789,1110,7700.0001522076,7631.59620039884,6.2907442247029
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[38517]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[38517]_[50M]_[25,35]_w[3]",cdmx,MaxProp,100,300,38517,50,"25,35",21600,728,12406,12335,68,2,9755,530,0.728,0,22.2736,4685.0547,4282,2.4075,2,3461.4102,3030,7215.66682921239,7205.85423930575,2.61389100367371
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[5327]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[5327]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,400,300,5327,50,"60, 120",21600,241,75440,75275,147,0,69861,222,0.9212,0,338.0766,1564.7072,1436,4.3559,4,1444.4621,1285,7549.88616312493,7349.27110754102,5.71585388166073
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78051]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[78051]_[50M]_[25,35]_w[3]",cdmx,MaxProp,600,300,78051,50,"25,35",21600,728,296381,294159,2159,0,275338,670,0.9203,0,438.0433,1527.8358,1469,4.4642,4,1271.4754,1125,7736.24448322308,7744.98226454096,5.85950283070196
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[59004]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[59004]_[50M]_[35,60]_w[3]",cdmx,MaxProp,400,300,59004,50,"35,60",21600,460,125610,124896,690,0,114913,421,0.9152,0,295.6651,1688.3777,1564,4.1164,4,1446.1751,1270,7072.01891065983,7001.44194978822,4.90561245350051
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[96617]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[96617]_[50M]_[35,60]_w[3]",cdmx,MaxProp,400,300,96617,50,"35,60",21600,460,126999,126281,687,0,116628,423,0.9196,0,297.5366,1734.1726,1630,4.2317,4,1492.1691,1325,7265.45887445447,7217.26736513405,4.82156303507383
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[96617]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[96617]_[50M]_[25,35]_w[3]",cdmx,MaxProp,100,300,96617,50,"25,35",21600,728,12662,12578,82,9,10298,541,0.7431,0,22.2495,4637.3438,4157,2.4288,2,3374.6824,2935,7653.05667942336,7522.16233203999,2.41015336473713
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[78051]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[78051]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,200,300,78051,50,"60, 120",21600,240,30355,30284,58,0,27040,212,0.8833,0,141.8491,2330.6934,2183,3.717,4,1809.0749,1650,7833.29105603827,7805.57500255655,4.22059622444744
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[59004]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[59004]_[50M]_[35,60]_w[3]",cdmx,MaxProp,100,300,59004,50,"35,60",21600,459,11675,11626,47,0,9469,349,0.7603,0,32.3123,4225.9943,3958,2.6504,3,3043.8612,2680,7470.83285526677,7497.43212204983,2.66183993692409
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[15475]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[15475]_[50M]_[25,35]_w[3]",cdmx,MaxProp,400,300,15475,50,"25,35",21600,729,160511,159230,1250,0,147534,660,0.9053,0,240.2576,1964.0803,1845,3.753,4,1520.5998,1320,7587.02063316249,7502.79515795748,4.57592129513926
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[79009]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[79009]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,200,300,79009,50,"60, 120",21600,240,30095,30031,56,0,27250,213,0.8875,0,139.9906,2179.3615,2098,3.8028,4,1783.4364,1620,7398.45100125774,7485.38534314494,4.24348754560097
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[52770]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[52770]_[50M]_[35,60]_w[3]",cdmx,MaxProp,200,300,52770,50,"35,60",21600,458,41625,41431,182,0,37412,403,0.8799,0,101.8065,2689.4442,2503,3.3077,3,1993.8094,1780,7913.77058230286,7746.86326973142,3.78797235563153
"cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[52770]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_400n_[300]ttl_[21600]s_seed[52770]_[50M]_[25,35]_w[3]",cdmx,MaxProp,400,300,52770,50,"25,35",21600,729,157440,156154,1252,0,145078,662,0.9081,0,234.8822,1955.9683,1921,3.7568,4,1493.4663,1330,7598.60236465095,7494.71609400485,4.55035144516272
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[54008]_[50M]_[25,35]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[54008]_[50M]_[25,35]_w[3]",cdmx,MaxProp,200,300,54008,50,"25,35",21600,730,46700,46406,287,0,41335,624,0.8548,0,73.3686,2984.2869,2831,2.9744,3,2116.7378,1873,7487.29474591329,7385.11466592914,3.19795999879496
"cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[5768]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_600n_[300]ttl_[21600]s_seed[5768]_[50M]_[35,60]_w[3]",cdmx,MaxProp,600,300,5768,50,"35,60",21600,459,215306,214235,1024,0,199746,433,0.9434,0,493.7691,1442.1109,1403,4.5473,4,1290.7462,1140,7326.78197104517,7247.43655936643,6.06468099855769
"cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[54008]_[50M]_[35,60]_w[3]","cdmx_MaxPropRouter_100n_[300]ttl_[21600]s_seed[54008]_[50M]_[35,60]_w[3]",cdmx,MaxProp,100,300,54008,50,"35,60",21600,459,11895,11849,44,0,9935,353,0.7691,0,32.5666,3931.2776,3554,2.6969,3,2809.0612,2445,7303.0938779512,6981.91118376899,2.50371717732577
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[5327]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[5327]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,200,300,5327,50,"60, 120",21600,240,30849,30775,71,0,27762,212,0.8833,0,144.1651,2301.6179,2159,4.0425,4,1822.6243,1690,7660.31226654062,7603.20292913399,4.05744974492241
"cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[8439]_[50M]_[60, 120]_w[3]","cdmx_MaxPropRouter_200n_[300]ttl_[21600]s_seed[8439]_[50M]_[60, 120]_w[3]",cdmx,MaxProp,200,300,8439,50,"60, 120",21600,240,31119,31051,65,0,27916,215,0.8958,0,143.4233,2269.6233,2024,3.693,4,1823.4354,1630,7729.64988493956,7834.67412354195,4.26211449739221
